categories,latitude,longitude,display_phone,phone,unique_id,unique_alias,image_url,is_closed,location,name,price,rating,recommended_review_count,unrecommended_review_count,url,transactions
"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}]",47.60567,-122.33511,(206) 386-7301,+12063867301,OR6DzKMuLLOAYaIhQbv7jA,blue-water-taco-grill-seattle-9,https://s3-media2.fl.yelpcdn.com/bphoto/V3r-gT2b0AXbcuKF892M5A/o.jpg,False,"{'address1': '1000 2nd Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['1000 2nd Ave', 'Seattle, WA 98104']}",Blue Water Taco Grill,$,2.5,61,4,https://www.yelp.com/biz/blue-water-taco-grill-seattle-9?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",47.61264,-122.34482,(206) 448-8877,+12064488877,ZAlckXCzPoWnFl66UgfZcA,taco-del-mar-seattle-12,https://s3-media2.fl.yelpcdn.com/bphoto/ZU28bLW9UOcO2Wf_KWHWRQ/o.jpg,False,"{'address1': '2136 1st Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2136 1st Ave', 'Seattle, WA 98121']}",Taco Del Mar,$,3.0,33,9,https://www.yelp.com/biz/taco-del-mar-seattle-12?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",47.610689,-122.338389,(206) 957-2295,+12069572295,6OlODq58Tc4VJFKxPfVptA,mcdonalds-seattle-27,https://s3-media3.fl.yelpcdn.com/bphoto/1VNKu6TpELWXQr1lMiJqPQ/o.jpg,False,"{'address1': '1530 3rd Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1530 3rd Ave', 'Seattle, WA 98101']}",McDonald's,$,2.0,118,31,https://www.yelp.com/biz/mcdonalds-seattle-27?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'delis', 'title': 'Delis'}]",47.635368347168,-122.339614868164,(206) 283-5042,+12062835042,MRz8tmfcELr7bU1l0mLY9A,boathouse-deli-seattle,https://s3-media4.fl.yelpcdn.com/bphoto/1hRcmiQAg5XC5KSQem8FbA/o.jpg,False,"{'address1': '1818 Westlake Ave N', 'address2': 'Ste 215', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['1818 Westlake Ave N', 'Ste 215', 'Seattle, WA 98109']}",Boathouse Deli,$,4.0,21,6,https://www.yelp.com/biz/boathouse-deli-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'grocery', 'title': 'Grocery'}]",47.62323,-122.33285,(206) 623-0074,+12066230074,1VqwtGD6Tw2eP1-meZKDyw,home-deli-market-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/sy67ReWsPrlINA9JFv-MQQ/o.jpg,False,"{'address1': '500 Minor Ave N', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['500 Minor Ave N', 'Seattle, WA 98109']}",Home Deli Market,$,3.5,29,5,https://www.yelp.com/biz/home-deli-market-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",47.6237,-122.335,(206) 402-3046,+12064023046,KoSJFOuBJiuKH-NGh8LRgg,denny-lodge-seattle,https://s3-media3.fl.yelpcdn.com/bphoto/Z4dSxlM62CeSfNFPYvBQ3A/o.jpg,False,"{'address1': '501 Fairview Ave N', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['501 Fairview Ave N', 'Seattle, WA 98109']}",Denny Lodge,,4.5,10,1,https://www.yelp.com/biz/denny-lodge-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'cafes', 'title': 'Cafes'}]",47.6275972837535,-122.336622758596,(206) 324-1126,+12063241126,wtZn-qbknhrwGTdLjUKk4w,gourmondo-at-mohai-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/d4DphwmSf7wG3rW5a5Va-Q/o.jpg,False,"{'address1': '860 Terry Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['860 Terry Ave N', 'Seattle, WA 98109']}",Gourmondo at MOHAI,$,3.5,22,1,https://www.yelp.com/biz/gourmondo-at-mohai-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",47.6387701,-122.3410106,(206) 286-6610,+12062866610,xHYo1w43oNLRyUPRbkRSaQ,westlake-deli-and-grocery-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/HEkXM3sHAfttL89MShR-Mg/o.jpg,False,"{'address1': '2132 Westlake Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['2132 Westlake Ave N', 'Seattle, WA 98109']}",Westlake Deli & Grocery,$,4.0,20,5,https://www.yelp.com/biz/westlake-deli-and-grocery-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'mexican', 'title': 'Mexican'}]",47.57586,-122.3337,(206) 805-2060,+12068052060,go8LCrHZs9ckcR2UDO-qTA,blue-water-taco-grill-seattle-14,https://s3-media1.fl.yelpcdn.com/bphoto/DG4nShDFMdSQoMC2d46UuQ/o.jpg,False,"{'address1': '2962 1st Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['2962 1st Ave S', 'Seattle, WA 98134']}",Blue Water Taco Grill,$,3.0,30,3,https://www.yelp.com/biz/blue-water-taco-grill-seattle-14?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",47.60974,-122.33358,(206) 464-4626,+12064644626,b9FAOeVB0gUqzwr-rC3DkA,torchys-restaurant-bar-and-den-seattle-4,https://s3-media3.fl.yelpcdn.com/bphoto/8GxRGvjYbpHQ2rjUBgoPjA/o.jpg,False,"{'address1': '1325 Sixth Ave', 'address2': 'Floor 2', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1325 Sixth Ave', 'Floor 2', 'Seattle, WA 98101']}","Torchy's Restaurant, Bar & Den",$$,3.5,19,1,https://www.yelp.com/biz/torchys-restaurant-bar-and-den-seattle-4?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'desserts', 'title': 'Desserts'}]",47.552325,-122.33460102541163,(206) 876-3746,+12068763746,scHlkLsVhZI1TXcDYmkDUA,the-essential-bakery-cafe-georgetown-seattle,https://s3-media4.fl.yelpcdn.com/bphoto/vk9FSJTSaDI0vbWtEgq4BQ/o.jpg,False,"{'address1': '5601 1st Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['5601 1st Ave S', 'Seattle, WA 98108']}",The Essential Bakery Cafe - Georgetown,$,3.0,33,6,https://www.yelp.com/biz/the-essential-bakery-cafe-georgetown-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",47.6217138,-122.3350674,(206) 588-4033,+12065884033,N3o9CL0dZ_ClQpXPZIY9hw,farestart-café-seattle-7,https://s3-media3.fl.yelpcdn.com/bphoto/QTt_QSxn4nzeRUwnTJgYwg/o.jpg,False,"{'address1': '399 Fairview Ave N', 'address2': '', 'address3': 'Lobby of Houdini North', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['399 Fairview Ave N', 'Lobby of Houdini North', 'Seattle, WA 98109']}",FareStart Café,$,4.0,9,0,https://www.yelp.com/biz/farestart-caf%C3%A9-seattle-7?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'halal', 'title': 'Halal'}]",47.612047141017925,-122.3376528,(206) 257-0857,+12062570857,BGT3QaX6xG-wGEFjYF3Kow,zuba-seattle-4,https://s3-media2.fl.yelpcdn.com/bphoto/VRx0gdnjGeeZKzuEYBOYFg/o.jpg,False,"{'address1': '400 Pine St', 'address2': 'Level 2', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['400 Pine St', 'Level 2', 'Seattle, WA 98101']}",Zuba,,4.5,8,3,https://www.yelp.com/biz/zuba-seattle-4?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['pickup', 'delivery']"
"[{'alias': 'cafes', 'title': 'Cafes'}]",47.580676,-122.335448,(206) 318-0356,+12063180356,PA-4nPqzhKN1crWOLIJX0w,sodo-kitchen-cafe-bon-appetit-seattle-2,https://s3-media2.fl.yelpcdn.com/bphoto/NYdAQ3z9vI6JY7KV01Yj0g/o.jpg,False,"{'address1': '2401 Utah Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['2401 Utah Ave S', 'Seattle, WA 98134']}",Sodo Kitchen - Cafe Bon Appetit,$$,3.0,35,6,https://www.yelp.com/biz/sodo-kitchen-cafe-bon-appetit-seattle-2?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",47.624738,-122.359491,(206) 283-7575,+12062837575,tx69lBaPgqpY2QZtJ0Diiw,taco-bell-seattle-4,https://s3-media1.fl.yelpcdn.com/bphoto/GQ_KEDqdNpYDxBHJXcOJzQ/o.jpg,False,"{'address1': '210 W. Mercer St.', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98119', 'country': 'US', 'state': 'WA', 'display_address': ['210 W. Mercer St.', 'Seattle, WA 98119']}",Taco Bell,$,2.0,95,34,https://www.yelp.com/biz/taco-bell-seattle-4?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",47.6177297235006,-122.353481197281,(206) 456-6848,+12064566848,_LkM-DuG3Ak-_fCKaBzWxw,dominos-pizza-seattle-22,https://s3-media1.fl.yelpcdn.com/bphoto/9ZMAXkSm8G1CN8AxlCxHiQ/o.jpg,False,"{'address1': '2928 1st Ave', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2928 1st Ave', 'Seattle, WA 98121']}",Domino's Pizza,$,2.0,68,2,https://www.yelp.com/biz/dominos-pizza-seattle-22?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",47.57665418321,-122.387008666992,(206) 932-2216,+12069322216,UOF6qwNsX3OvYIu-SDCzMA,mcdonalds-seattle-41,https://s3-media3.fl.yelpcdn.com/bphoto/KQYjtEXbC4qLwCUUHRMpWg/o.jpg,False,"{'address1': '3003 California Ave SW', 'address2': None, 'address3': None, 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['3003 California Ave SW', 'Seattle, WA 98116']}",McDonald's,$,2.0,28,4,https://www.yelp.com/biz/mcdonalds-seattle-41?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",47.62233,-122.35904,(206) 708-1769,+12067081769,fw4SVu7LB43QM9FxoWXS0g,far-eats-cafe-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/i_Lu-jsE8okBgZZQlKOV5g/o.jpg,False,"{'address1': '400 2nd Ave W', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98119', 'country': 'US', 'state': 'WA', 'display_address': ['400 2nd Ave W', 'Seattle, WA 98119']}",Far Eats Cafe,,4.5,12,1,https://www.yelp.com/biz/far-eats-cafe-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['pickup', 'delivery']"
"[{'alias': 'burgers', 'title': 'Burgers'}]",47.63685,-122.3573,(206) 946-6636,+12069466636,Yhcfxlpb-tNmRjXglnkb8Q,big-max-burger-seattle,https://s3-media3.fl.yelpcdn.com/bphoto/Y2u6goouAAcvKWQl2CIxzg/o.jpg,False,"{'address1': '1935 Queen Anne Ave N', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['1935 Queen Anne Ave N', 'Seattle, WA 98109']}",Big Max Burger,,4.0,11,0,https://www.yelp.com/biz/big-max-burger-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}]",47.61616,-122.34396,(206) 448-7545,+12064487545,3gC8r6u-H2wiu-sa9C2xLQ,bebas-deli-market-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/-eAlNUIpUbreunUh-qkKSA/o.jpg,False,"{'address1': '2301 5th Ave', 'address2': 'Ste 103', 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2301 5th Ave', 'Ste 103', 'Seattle, WA 98121']}",Beba's Deli Market,$,3.0,18,0,https://www.yelp.com/biz/bebas-deli-market-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['pickup', 'delivery']"
"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",47.6157331399051,-122.336643785897,,,AwxF0LdpYQMBLZNpY7io-A,indochinese-wok-seattle-3,https://s3-media1.fl.yelpcdn.com/bphoto/wkGIRIYxMmHdI6gxu3zApw/o.jpg,False,"{'address1': '2000 8th Ave', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2000 8th Ave', 'Seattle, WA 98121']}",Indochinese Wok,,4.0,12,1,https://www.yelp.com/biz/indochinese-wok-seattle-3?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]",47.5923188902963,-122.332658553393,,,PFtaTOmP_VzSl2NDgXvxSg,edgars-cantina-seattle,https://s3-media4.fl.yelpcdn.com/bphoto/qGtCQxJpmjaxbQEcwmx3Gw/o.jpg,False,"{'address1': '1250 1st Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['1250 1st Ave S', 'Seattle, WA 98134']}",Edgar's Cantina,$$,3.0,17,0,https://www.yelp.com/biz/edgars-cantina-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",47.54773549676274,-122.3516356996289,(206) 934-5817,+12069345817,1DvotWwEdOGM_cbdKwtyHg,alhadeff-grill-and-cafe-alki-seattle,https://s3-media3.fl.yelpcdn.com/bphoto/KgkoJ7YaeK69yf3cPirNzw/o.jpg,False,"{'address1': '6000 16th Ave SW', 'address2': '', 'address3': 'Culinary Arts Bldg', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['6000 16th Ave SW', 'Culinary Arts Bldg', 'Seattle, WA 98106']}",Alhadeff Grill & Cafe Alki,,5.0,4,0,https://www.yelp.com/biz/alhadeff-grill-and-cafe-alki-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'wraps', 'title': 'Wraps'}]",47.60136,-122.33378,(206) 739-5158,+12067395158,oE3SBCGWbAMWkZ9taDMhog,evergreens-salad-seattle-13,https://s3-media1.fl.yelpcdn.com/bphoto/hFtnLz19ru4e09y0FqAUBg/o.jpg,False,"{'address1': '106 1st Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['106 1st Ave S', 'Seattle, WA 98104']}",Evergreens Salad,,3.5,16,0,https://www.yelp.com/biz/evergreens-salad-seattle-13?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",47.6397163016629,-122.400393137359,(206) 285-6907,+12062856907,QX9esRGq1SU8LqJWEmTdmw,subway-seattle-140,https://s3-media3.fl.yelpcdn.com/bphoto/8Mv-HoLdc5Fjx79g7A2uxw/o.jpg,False,"{'address1': '3320 W Mcgraw', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98199', 'country': 'US', 'state': 'WA', 'display_address': ['3320 W Mcgraw', 'Seattle, WA 98199']}",Subway,$,3.5,15,2,https://www.yelp.com/biz/subway-seattle-140?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['pickup', 'delivery']"
"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'mexican', 'title': 'Mexican'}]",47.609535217285156,-122.33599853515625,(866) 872-8630,+18668728630,5E3JTNtsWtTepPR0gIDAhw,más-veggies-vegan-taqueria-seattle,https://s3-media3.fl.yelpcdn.com/bphoto/QGbYLmODWYw5NMWfYif3xw/o.jpg,False,"{'address1': None, 'address2': None, 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98101']}",Más Veggies Vegan Taqueria,,3.5,12,0,https://www.yelp.com/biz/m%C3%A1s-veggies-vegan-taqueria-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",47.6045761942765,-122.332668533516,(206) 625-4342,+12066254342,paBhY3J17m4k7MqFpslJ4Q,subway-seattle-129,https://s3-media3.fl.yelpcdn.com/bphoto/ua1Vc0N8GkW0eEy6BBpXwg/o.jpg,False,"{'address1': '806 3rd Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['806 3rd Ave', 'Seattle, WA 98104']}",Subway,$,2.5,35,12,https://www.yelp.com/biz/subway-seattle-129?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['pickup', 'delivery']"
"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",47.611867385443404,-122.33742541541051,(206) 467-1600,+12064671600,ItKrlihY2DGV9sxDa1GxTQ,caliburger-seattle-westlake-center-seattle,https://s3-media3.fl.yelpcdn.com/bphoto/me8_8Vc3eDgrMlBooX6v9A/o.jpg,False,"{'address1': '400 Pine St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['400 Pine St', 'Seattle, WA 98101']}",CaliBurger Seattle - Westlake Center,,3.0,26,3,https://www.yelp.com/biz/caliburger-seattle-westlake-center-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['pickup', 'delivery']"
"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'thai', 'title': 'Thai'}]",47.5772705078125,-122.337356567383,,,J-gKV86TV-zXlH1yjc84Tg,gaibox-seattle,https://s3-media1.fl.yelpcdn.com/bphoto/_pbWtXR2a1ncf4CeuteCWw/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98134']}",GaiBox,$,3.5,15,0,https://www.yelp.com/biz/gaibox-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",47.57490869297344,-122.386432,(206) 926-4191,+12069264191,2E09CpEP8glhg3cbZF3URQ,dominos-pizza-seattle-24,https://s3-media1.fl.yelpcdn.com/bphoto/7L9vLOCf1YfhEg-I4lL5PQ/o.jpg,False,"{'address1': '3220 California Ave SW', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['3220 California Ave SW', 'Seattle, WA 98116']}",Domino's Pizza,$,2.0,16,0,https://www.yelp.com/biz/dominos-pizza-seattle-24?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",47.62293,-122.33128,(206) 420-1068,+12064201068,gtshgZlJrzCsWujHpE2F5Q,metropolitan-deli-and-cafe-seattle-4,https://s3-media2.fl.yelpcdn.com/bphoto/na0GdLHZoexvbVrf_B25mA/o.jpg,False,"{'address1': '1255 Republican St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['1255 Republican St', 'Seattle, WA 98109']}",Metropolitan Deli and Cafe,,3.5,15,1,https://www.yelp.com/biz/metropolitan-deli-and-cafe-seattle-4?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'burgers', 'title': 'Burgers'}]",47.612797839022,-122.337359407912,(206) 717-4911,+12067174911,GxAXDRY0uPtLSmqoLxOXmw,charlie-s-buns-n-stuff-seattle,https://s3-media4.fl.yelpcdn.com/bphoto/4FsYWTuuQzty7y78MpbuBA/o.jpg,False,"{'address1': '', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98101']}",Charlie’s Buns N Stuff,,4.5,6,0,https://www.yelp.com/biz/charlie-s-buns-n-stuff-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
